country,surveyelapse,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,operatingsystem,browser,screenw,screenh,introelapse,testelapse,extroversion,neuroticism,agreeableness,conscientiousness,openness,grit,vocabulary
BG,250,2,3,female,2,16,right,7,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,6,241,-11,26,14,-1,26,5,10
US,269,3,3,female,1,34,right,7,1,white or indigenous,no,currently,3,Windows,Chrome,1366,768,486,357,6,23,14,18,20,-12,4
US,153,3,2,male,1,21,right,7,4,white or indigenous,yes,never,2,Windows,Firefox,1366,768,146,253,10,8,16,26,24,-15,9
US,158,3,3,female,1,20,right,0,3,other,no,never,2,Macintosh,Chrome,1280,800,5,160,-9,26,0,1,22,11,11
US,148,2,2,female,1,18,right,4,1,asian,no,never,3,Windows,Firefox,1366,768,43,528,-7,34,1,-3,13,11,11
HR,262,1,2,male,2,16,left,4,1,white or indigenous,no,never,2,Windows,Opera,1920,1080,41,345,-4,14,13,9,20,2,8
US,118,1,2,male,1,17,right,6,1,white or indigenous,no,never,3,Macintosh,Chrome,1440,900,2,838,-17,14,19,5,23,0,-1
US,181,2,2,female,1,18,right,1,1,white or indigenous,no,never,2,iOS,Safari,320,568,34,551,-12,35,12,4,20,9,9
IE,130,2,1,male,2,14,right,6,1,white or indigenous,no,never,2,Windows,Firefox,1920,1080,10,144,-5,22,11,4,20,-2,1
CA,263,3,3,female,1,21,right,2,4,white or indigenous,no,never,3,Windows,Microsoft Internet Explorer,1920,1080,3,297,-13,11,2,10,24,6,11
US,137,2,2,female,1,15,right,2,1,asian,no,never,3,Windows,Chrome,1366,768,13,143,-15,37,-3,7,24,5,1
DE,394,2,1,female,2,20,right,2,2,white or indigenous,no,never,2,Windows,Firefox,1360,768,109,437,2,24,22,0,25,8,7
GB,245,2,1,male,1,39,right,4,1,white or indigenous,yes,never,11,Windows,Chrome,1366,768,9,276,2,30,18,6,10,12,2
DO,123,2,2,male,1,19,right,1,3,other,no,never,1,Macintosh,Chrome,1440,900,3,125,-5,23,17,5,28,8,9
US,135,4,2,female,1,41,right,6,1,white or indigenous,yes,currently,2,Macintosh,Safari,1440,900,3,153,10,23,24,16,20,-12,12
US,184,2,2,male,1,23,right,7,3,white or indigenous,no,never,3,Windows,Chrome,1440,900,13,233,-6,22,11,12,18,-1,10
CA,141,3,2,female,2,20,left,4,1,white or indigenous,yes,never,3,Windows,Microsoft Internet Explorer,1366,768,4,325,-12,32,12,6,30,6,10
UA,134,3,3,female,2,24,right,7,1,white or indigenous,yes,never,2,Windows,Microsoft Internet Explorer,1366,768,8,142,12,27,23,-1,25,5,10
AT,141,3,1,female,2,28,right,1,2,white or indigenous,no,never,2,Windows,Opera,1440,900,11,202,0,15,15,1,22,5,8
CA,163,4,3,female,2,30,right,4,1,white or indigenous,yes,never,3,Windows,Microsoft Internet Explorer,1422,800,8,4837,6,7,24,26,27,-14,9
SE,180,2,1,male,2,17,right,2,4,white or indigenous,no,never,2,Windows,Firefox,1920,1080,1128,115,-19,16,16,5,31,-5,10
US,175,3,2,female,2,22,right,2,1,other,yes,never,3,Windows,Chrome,1366,768,13,273,6,23,24,7,23,-17,8
GB,150,2,3,male,1,23,both,1,1,white or indigenous,yes,never,0,Linux,Chrome,360,640,7,206,-5,16,4,11,15,0,3
GB,181,2,3,female,1,41,right,7,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1518,853,44,225,-6,30,19,4,20,-10,7
US,188,2,2,male,1,31,right,4,1,other,no,never,3,Windows,Microsoft Internet Explorer,1366,768,23,253,-3,17,12,10,11,2,9
US,158,2,2,female,1,29,right,7,1,other,no,never,3,Windows,Chrome,1920,1200,1519,182,0,6,25,4,14,8,9
US,262,4,1,male,1,32,right,1,1,asian,yes,never,2,Windows,Chrome,1680,1050,81,4553,9,13,16,4,27,14,13
US,237,3,3,female,1,21,both,12,1,white or indigenous,yes,never,3,iOS,Unknown,320,480,575,554,-1,16,9,13,32,-11,11
US,265,1,2,female,1,18,right,4,1,white or indigenous,yes,never,4,Windows,Chrome,1920,1080,14,374,5,25,20,13,14,3,6
US,142,1,3,female,1,16,right,4,1,white or indigenous,no,never,4,Windows,Chrome,1920,1080,26,188,-14,26,18,8,18,4,6
US,93,3,2,male,1,50,right,2,1,white or indigenous,no,currently,1,Windows,Firefox,1600,900,9,101,7,19,16,10,27,-7,12
US,154,2,1,female,1,19,right,12,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,26,123,-6,19,5,11,15,-7,9
US,137,2,3,female,1,17,right,1,1,white or indigenous,no,never,3,iOS,Safari,320,568,3,156,-8,13,19,16,12,-2,7
US,138,2,3,male,1,18,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,2,229,13,9,14,7,20,-3,5
GB,285,2,1,female,1,18,right,2,1,white or indigenous,yes,never,3,Windows,Chrome,1366,768,33,581,5,31,10,-1,29,7,3
BG,499,2,3,female,2,20,right,7,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,31,411,1,18,13,17,23,-7,7
RO,442,2,3,female,2,20,right,10,1,arab,no,never,4,Macintosh,Safari,1440,900,69,773,8,20,21,-2,24,7,6
DE,327,2,3,female,2,22,right,2,2,NA,no,never,2,Windows,Chrome,1366,768,3,346,1,27,-1,-1,15,10,8
IN,211,1,3,female,2,16,right,8,1,asian,no,never,2,Linux,Chrome,540,960,5,209,3,21,11,2,23,-6,8
CA,168,3,1,male,1,20,right,1,1,white or indigenous,yes,never,1,Windows,Chrome,1440,900,14,173,13,24,10,14,29,-5,5
US,697,2,2,female,1,27,right,6,1,white or indigenous,yes,currently,4,Windows,Firefox,1366,768,27,156,-7,20,21,9,21,-13,5
US,163,2,3,female,1,18,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1024,768,3,189,0,6,13,20,23,-18,8
GB,238,3,1,female,0,42,right,6,1,white or indigenous,no,never,4,iOS,Safari,768,1024,4,242,-6,26,19,9,14,-7,7
GB,172,1,2,male,1,13,right,1,5,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1422,1138,3,161,-17,37,19,4,26,-3,1
CA,163,2,2,female,1,32,right,1,1,white or indigenous,no,currently,2,Linux,Chrome,640,360,10,179,7,10,23,14,29,-2,9
US,152,3,2,female,1,78,NA,6,1,white or indigenous,yes,previously,6,Windows,Opera,1280,1024,47,740,-1,6,20,11,15,-8,12
US,114,1,3,female,1,14,left,2,1,white or indigenous,no,never,2,Windows,Chrome,1024,600,3,128,-10,26,15,9,30,5,7
SE,125,2,1,female,2,18,right,1,2,white or indigenous,yes,never,2,Windows,Chrome,1366,768,182,165,-2,23,17,3,23,4,5
US,266,4,3,male,2,24,right,8,1,asian,no,never,2,Windows,Chrome,1366,768,1301,215,3,18,12,15,18,-16,6
US,340,3,3,female,1,26,right,7,1,other,yes,never,4,Linux,Chrome,360,640,19,317,6,30,24,12,29,-8,4
US,153,1,2,female,1,32,right,1,2,asian,yes,never,1,iOS,Safari,768,1024,4,193,4,21,13,-9,27,3,10
ES,229,1,3,male,2,14,left,12,1,white or indigenous,no,never,1,Windows,Chrome,1366,768,7,289,-13,24,10,2,13,6,5
US,134,4,2,male,2,31,both,8,1,asian,no,currently,2,Windows,Chrome,1366,768,4,151,8,2,27,0,26,-11,11
CA,141,3,2,female,1,24,right,12,1,asian,no,never,2,Windows,Firefox,1280,1024,3,174,-4,20,6,11,27,-6,7
AU,231,2,2,female,1,44,right,1,1,white or indigenous,yes,currently,3,iOS,Safari,768,1024,23,187,2,18,19,16,22,-12,8
GB,209,1,3,female,1,15,right,6,1,white or indigenous,no,never,3,Linux,Chrome,1024,600,5,193,-13,33,14,-3,25,-2,3
US,241,4,1,male,1,46,right,6,1,white or indigenous,no,previously,4,iOS,Safari,768,1024,3,374,-3,20,18,6,14,-7,9
US,276,4,2,male,1,63,right,7,1,white or indigenous,yes,currently,2,Linux,Chrome,802,534,20,440,4,15,23,12,30,-9,12
US,186,3,3,female,1,41,right,4,1,white or indigenous,no,previously,3,Windows,Chrome,1366,768,37,162,13,7,25,26,20,-14,8
US,101,2,3,female,1,16,right,6,1,white or indigenous,no,never,4,Windows,Chrome,1366,768,8,122,17,12,19,6,15,1,8
GB,135,2,1,male,1,18,right,2,2,white or indigenous,no,never,2,Windows,Chrome,1680,1050,3,129,1,19,10,12,27,3,10
GB,307,2,3,female,1,25,right,1,3,white or indigenous,yes,never,3,Windows,Microsoft Internet Explorer,1366,768,30,411,-12,23,13,15,23,-10,11
US,135,4,1,female,1,28,right,1,1,white or indigenous,yes,never,2,Windows,Microsoft Internet Explorer,1209,680,10,192,-2,28,14,22,19,-13,10
US,180,4,3,male,2,29,right,1,1,white or indigenous,no,never,2,Macintosh,Chrome,1280,800,411,329,-14,22,21,1,31,9,10
IN,360,4,3,male,2,38,right,8,1,asian,yes,currently,2,Windows,Chrome,1680,1050,9,499,6,1,21,15,18,1,11
US,162,4,3,female,1,36,right,4,1,white or indigenous,no,currently,1,iOS,Safari,768,1024,15,353,-14,2,26,10,25,6,7
US,143,3,2,female,1,46,right,12,3,white or indigenous,NA,previously,2,Windows,Firefox,1024,819,11,198,-3,34,20,-6,31,2,8
AU,195,3,2,female,1,24,right,4,1,white or indigenous,yes,never,2,Windows,Chrome,1366,768,63,233,4,9,15,8,20,-7,6
PH,260,2,3,female,2,15,right,6,3,asian,no,never,3,iOS,Safari,320,480,11,335,12,22,19,0,12,3,5
US,102,1,2,female,1,15,right,4,1,white or indigenous,no,never,3,Windows,Chrome,1366,768,616,83,-3,36,18,19,32,8,10
US,126,3,2,other,1,23,right,2,3,white or indigenous,no,never,1,Macintosh,Chrome,1440,900,1014,165,15,21,25,-2,26,3,9
US,221,3,1,male,1,49,right,7,3,white or indigenous,no,never,3,iOS,Safari,375,667,16,220,2,18,14,3,22,-2,8
US,113,0,0,female,1,45,NA,2,3,white or indigenous,NA,never,2,iOS,Safari,768,1024,5,110,-5,27,14,16,20,-5,5
MX,163,3,2,female,2,17,right,12,1,white or indigenous,no,never,2,Windows,Firefox,1366,768,3,152,0,28,17,4,24,3,11
US,230,3,3,male,1,57,right,4,1,other,no,currently,3,Windows,Chrome,1366,768,8,197,6,22,5,11,17,-4,7
US,242,3,3,female,1,59,right,7,3,other,no,currently,5,Windows,Chrome,1280,800,54,192,-16,16,18,24,32,-14,5
US,180,3,2,female,1,54,right,7,1,white or indigenous,yes,previously,5,Windows,Microsoft Internet Explorer,1093,614,5,169,13,14,19,9,23,-14,13
US,98,2,3,female,1,19,right,4,1,white or indigenous,no,never,1,Macintosh,Firefox,1440,900,20,113,-5,23,25,21,19,-10,6
CR,136,4,2,female,1,34,right,2,1,white or indigenous,no,currently,2,iOS,Safari,768,1024,28,107,-11,14,16,19,18,-13,9
US,177,3,2,male,1,23,right,1,1,white or indigenous,no,never,2,Windows,Chrome,1680,1050,15,186,1,26,4,0,10,4,9
CA,239,3,3,female,1,27,left,7,1,white or indigenous,no,never,4,Windows,Firefox,1366,768,15,185,5,34,20,8,30,4,8
US,173,2,2,male,1,18,right,6,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,23,145,-1,13,9,13,17,-10,9
US,135,1,2,female,1,16,right,1,1,asian,no,never,2,Windows,Chrome,1366,768,7,128,-9,34,13,5,11,16,8
US,358,2,2,female,1,17,right,4,2,black,no,never,2,iOS,Safari,320,480,19,686,-10,18,10,11,10,-1,6
AR,213,2,3,female,2,17,right,1,1,asian,no,never,2,Windows,Firefox,1366,768,80,263,-9,31,13,-3,26,10,11
PH,103,2,2,female,2,18,right,4,1,asian,no,never,5,Windows,Chrome,1366,768,27,172,12,31,19,13,29,-2,7
US,1145,2,1,female,1,62,right,7,1,black,yes,currently,8,Linux,Chrome,360,640,33,502,-2,18,20,6,12,-7,6
US,132,1,3,male,1,19,left,12,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,19,151,-8,19,16,7,20,-4,9
US,156,1,2,female,2,16,right,7,1,other,no,never,4,Linux,Chrome,360,640,7,146,-12,25,6,7,21,1,8
US,159,2,3,female,1,19,right,4,1,white or indigenous,yes,never,3,iOS,Safari,375,667,1900,300,1,11,8,17,30,-17,4
VN,247,4,3,male,2,40,right,3,3,asian,yes,never,0,Windows,Chrome,1280,1024,37,417,10,13,14,17,21,-1,1
US,168,4,0,female,1,52,right,1,3,white or indigenous,no,currently,9,iOS,Safari,768,1024,7,185,-1,17,22,19,26,-6,11
VN,547,3,3,female,2,21,right,0,1,asian,no,never,2,Macintosh,Chrome,1280,800,4,840,-7,28,10,8,18,11,7
US,148,2,2,female,1,17,right,6,1,white or indigenous,no,never,2,Windows,Chrome,1600,900,21,207,-14,28,7,9,9,4,6
CA,131,3,2,male,1,26,right,12,2,white or indigenous,no,never,3,Macintosh,Safari,1280,800,5,174,-2,26,6,9,23,-6,10
MY,186,2,2,female,2,20,right,10,1,asian,no,never,7,Linux,Chrome,534,320,19,151,-8,28,21,2,15,1,7
US,174,1,2,female,1,16,right,4,1,white or indigenous,no,never,2,Windows,Chrome,1366,768,25,201,17,3,25,9,23,-8,7
US,175,2,1,male,1,19,right,7,3,white or indigenous,no,never,2,iOS,Safari,320,568,15,293,15,9,8,-2,28,8,9
AU,125,4,1,male,1,38,right,1,1,white or indigenous,no,currently,3,iOS,Safari,768,1024,307,157,-14,20,17,14,23,-10,13
US,266,2,3,female,1,37,right,4,1,other,yes,never,5,Linux,Chrome,320,490,59,380,0,28,20,19,23,-4,6
KR,195,2,2,male,1,19,right,7,1,white or indigenous,no,never,4,Windows,Chrome,1366,768,141,256,1,12,-9,24,22,-14,11
US,112,2,3,female,2,20,right,4,1,white or indigenous,no,never,3,Macintosh,Safari,1440,900,7,128,11,19,18,18,12,2,7
US,245,2,3,female,1,17,right,4,3,asian,no,never,4,iOS,Safari,320,568,11,320,15,26,12,5,24,2,9
IN,233,3,3,male,2,38,right,2,1,asian,yes,currently,4,Windows,Chrome,1366,768,1078,258,2,4,17,18,17,-7,9
US,204,2,2,female,1,19,left,4,1,white or indigenous,no,never,3,iOS,Safari,320,568,44,220,-16,31,16,15,15,4,9
US,86,2,2,female,1,19,right,4,2,white or indigenous,yes,never,2,Macintosh,Safari,1280,800,13,121,-8,33,18,12,12,5,7
US,216,2,3,male,1,19,right,2,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1280,720,11,348,10,21,12,18,30,-7,8
VN,290,2,3,female,2,24,right,3,2,asian,yes,never,2,Windows,Firefox,1366,768,109,305,-7,-2,8,9,16,3,7
MX,141,3,3,female,2,24,right,1,1,white or indigenous,no,never,1,Macintosh,Safari,1440,900,2,128,15,31,5,13,28,-6,11
US,123,4,2,female,1,30,right,6,1,white or indigenous,yes,never,2,Windows,Firefox,1600,900,3,98,2,28,14,7,28,-2,13
CA,163,4,3,female,1,44,right,6,1,white or indigenous,no,never,2,Windows,Microsoft Internet Explorer,1607,904,483,155,15,16,21,7,32,-6,13
NA,180,4,1,female,2,228,right,12,1,black,yes,never,4,iOS,Safari,768,1024,1449,175,-3,-2,25,26,21,-18,8
US,269,3,2,female,1,20,right,1,1,white or indigenous,no,never,2,iOS,Safari,768,1024,4,223,-5,25,19,5,23,7,9
US,279,3,2,female,1,26,right,7,1,other,no,never,3,Windows,Firefox,1366,768,92,391,-17,22,24,4,8,7,9
VN,345,3,3,female,2,23,right,12,1,asian,no,never,1,Windows,Firefox,1366,768,81,288,0,27,15,11,17,1,5
US,313,1,2,male,1,15,right,3,0,asian,no,never,2,Macintosh,Chrome,1280,800,20,335,17,13,24,9,31,-3,8
IN,318,4,1,male,2,33,right,8,1,asian,no,currently,4,Linux,Chrome,1280,800,2207,270,-8,28,15,7,16,2,8
NA,154,3,1,female,1,38,right,12,1,other,NA,previously,2,Windows,Firefox,1920,1080,15,112,15,8,24,1,32,-17,7
US,474,4,1,male,2,23,right,10,1,asian,yes,never,5,Windows,Chrome,1366,768,18,451,16,-2,26,24,24,-16,-2
US,412,2,1,male,1,18,right,2,1,white or indigenous,no,never,3,Windows,Chrome,1280,800,22,271,-2,21,14,9,32,-10,12
US,174,2,1,female,1,23,left,7,1,other,yes,never,2,Linux,Chrome,1440,2560,2,141,-8,24,8,1,22,7,6
IN,196,2,1,male,1,20,right,8,3,white or indigenous,yes,never,4,Linux,Firefox,1024,768,426,332,8,8,19,24,31,-16,7
US,118,3,2,female,1,36,right,7,1,white or indigenous,yes,currently,4,iOS,Safari,768,1024,8,143,7,16,21,10,20,-14,3
VN,407,3,3,male,2,20,right,3,1,asian,no,never,1,Windows,Chrome,1920,1080,4,528,-5,18,17,14,19,6,1
US,141,2,2,female,1,20,right,2,3,white or indigenous,yes,never,2,Macintosh,Chrome,1680,1050,162687,165,-14,22,16,15,15,-6,9
US,308,2,3,female,2,18,right,6,2,asian,no,never,2,Linux,Chrome,384,640,6,228,-7,31,1,-5,17,16,9
US,167,1,3,female,2,16,right,2,1,other,no,never,3,Macintosh,Safari,1440,900,454,245891,0,20,6,24,20,-2,7
AU,141,2,3,female,1,65,right,0,1,white or indigenous,no,currently,8,Windows,Microsoft Internet Explorer,1422,800,18,278,-15,22,14,22,25,-6,5
US,414,2,3,female,1,45,right,7,1,black,NA,currently,0,iOS,Safari,768,1024,7,288,5,6,18,11,20,7,1
US,154,2,2,female,2,16,right,3,1,asian,no,never,2,Macintosh,Firefox,1440,900,3,204,-4,28,7,7,21,-9,8
CA,74,2,3,female,2,18,right,2,1,asian,no,never,3,Windows,Firefox,1680,1050,11,111,-1,24,16,0,18,1,8
IN,410,1,3,female,2,14,left,8,4,asian,no,never,2,Linux,AndroidBrowser,600,1024,4,356,4,23,21,10,21,-4,8
IL,278,2,1,female,2,16,right,10,2,arab,no,never,4,Windows Phone,Microsoft Internet Explorer,396,660,148,223,-5,21,15,1,28,-15,2
AU,211,4,1,male,1,39,right,7,1,white or indigenous,yes,never,2,Linux,Chrome,640,360,40,238,-8,5,18,16,19,-9,10
US,271,1,3,male,1,47,right,12,1,white or indigenous,no,previously,2,Linux,Chrome,320,534,26,345,5,32,-4,-4,24,18,10
US,179,1,2,male,1,16,both,9,1,white or indigenous,no,never,1,iOS,Safari,414,736,12,205,-7,15,14,4,18,-3,7
US,238,2,3,female,1,44,right,4,1,white or indigenous,no,never,3,Linux,Chrome,320,534,52,297,1,25,11,8,26,1,9
VN,3007,4,3,male,2,21,right,3,5,asian,yes,never,1,Windows,Chrome,1366,768,82,281,8,17,10,13,21,1,4
IN,194,4,2,male,2,25,right,8,1,other,yes,never,0,Windows,Firefox,1024,768,5,293,0,14,10,16,20,-12,0
US,238,2,3,female,2,19,right,1,4,white or indigenous,no,never,3,Linux,Chrome,320,534,8,255,-11,22,9,4,27,4,0
PK,506,4,3,male,2,32,right,10,2,asian,no,previously,0,Windows,Chrome,1024,768,9,440,2,10,16,0,12,0,3
CA,914,4,1,male,2,29,right,3,1,asian,yes,currently,2,Windows,Chrome,1360,768,190,2036,7,8,20,20,26,-10,13
AU,205,4,3,female,1,50,right,2,2,white or indigenous,yes,never,4,Linux,Firefox,1920,1200,28,230,8,11,15,1,32,8,13
US,239,2,2,female,1,33,right,12,1,white or indigenous,no,never,2,Linux,Chrome,962,601,5,214,0,21,18,7,19,-7,1
PH,304,1,3,female,2,13,right,1,2,asian,no,never,1,Windows,Firefox,1024,768,11,157,-8,34,-2,-3,18,14,13
US,208,2,3,female,1,37,right,6,1,black,no,currently,2,Linux,Chrome,601,962,8,205,-9,20,11,11,13,-6,9
US,88,3,2,male,1,24,right,12,1,white or indigenous,yes,never,2,Windows,Firefox,1920,1200,136,159,-5,25,19,10,31,1,13
PH,410,3,2,female,2,16,right,7,1,asian,no,never,2,Windows,Chrome,1360,768,5,225,1,17,12,11,16,-9,7
PH,214,4,0,female,2,23,right,7,1,asian,no,currently,4,Linux,Chrome,600,1024,22,359,-1,20,4,7,19,0,8
AU,140,4,3,female,1,43,left,4,1,white or indigenous,yes,currently,6,Macintosh,Chrome,1920,1080,23,146,15,13,18,-1,30,-3,10
AU,503,4,1,female,2,35,right,12,1,asian,no,previously,2,Macintosh,Safari,1366,768,129,938,-5,29,18,14,29,-16,7
US,166,2,1,female,1,26,right,12,5,white or indigenous,yes,never,5,Linux,Chrome,800,1280,7,177,-3,25,21,3,22,1,8
AU,206,3,2,female,1,33,right,12,1,white or indigenous,yes,previously,4,iOS,Unknown,375,667,9,433,-4,23,6,14,21,-13,8
PT,122,3,3,female,2,20,both,2,1,white or indigenous,no,never,1,Windows,Microsoft Internet Explorer,1366,768,16,151,-7,22,-10,15,21,10,4
VN,355,2,3,female,2,21,right,3,1,asian,yes,never,2,Linux,Chrome,640,360,5,183,6,12,15,12,24,-12,3
NL,299,2,2,male,2,22,right,2,1,white or indigenous,no,never,3,iOS,Safari,320,480,6,326,8,13,5,-4,23,7,9
US,165,3,3,male,2,29,right,7,1,other,no,never,3,Windows,Microsoft Internet Explorer,1920,1080,6,162,-1,14,14,15,26,-11,6
CH,159,3,1,female,2,24,right,2,1,white or indigenous,yes,never,2,Macintosh,Firefox,1440,900,16,227,6,22,23,22,19,-19,8
GB,264,4,3,female,1,23,right,11,1,asian,no,never,5,Linux,Chrome,360,640,62,294,14,11,21,16,23,-14,7
IT,265,2,3,male,2,19,right,2,3,white or indigenous,yes,never,1,Windows,Chrome,1280,1024,2,238,10,16,14,6,26,5,7
AU,133,3,2,male,1,33,right,2,1,white or indigenous,yes,currently,4,Windows,Chrome,1824,1026,7,158,9,14,16,9,31,-1,7
US,264,1,3,male,1,16,right,1,1,other,no,never,4,Linux,Chrome,360,640,32,232,-15,11,12,7,12,-5,2
KW,376,3,3,female,2,36,right,10,5,arab,no,never,3,iOS,Safari,320,568,6,411,6,29,21,6,26,4,8
FR,373,2,2,female,2,21,right,0,2,NA,yes,never,2,Macintosh,Firefox,1280,800,4,224,1,30,8,15,22,7,4
CA,114,3,3,female,1,18,right,1,1,white or indigenous,no,never,1,Macintosh,Firefox,1366,768,5,144,4,21,5,12,19,0,8
CA,116,2,3,male,1,18,right,4,5,asian,no,never,2,Windows,Chrome,1920,1080,4,132,10,15,5,1,25,-3,10
US,126,3,2,male,1,25,right,2,1,white or indigenous,no,never,2,Windows,Chrome,1920,1080,3,173,5,20,16,-4,30,8,5
NZ,138,3,1,female,1,30,right,1,1,white or indigenous,yes,never,5,Macintosh,Chrome,1280,800,6,164,-5,17,16,6,18,-10,9
JP,186,2,3,female,2,20,right,8,2,asian,yes,never,2,Linux,Chrome,600,1024,9,143,11,29,23,12,20,-8,12
SE,963,2,3,female,2,19,right,2,1,other,yes,never,3,Macintosh,Safari,1280,800,10,247,5,22,17,25,29,-13,10
PH,188,3,2,male,2,20,right,4,1,other,no,never,4,Windows,Microsoft Internet Explorer,1518,853,7,155,-3,8,12,14,27,-7,9
PH,191,2,2,female,2,17,right,1,1,asian,no,never,2,Macintosh,Safari,1440,900,8,231,3,30,14,15,19,-2,8
IN,219,3,3,female,1,20,right,8,2,black,yes,never,2,Windows,Chrome,1366,768,6,617,-8,29,7,-5,6,15,6
BH,373,2,3,female,2,18,right,10,1,arab,no,never,3,Windows,Chrome,1280,800,3,342,6,27,14,16,15,-5,9
IT,232,3,1,female,2,42,right,1,1,white or indigenous,no,previously,1,Windows,Chrome,1366,768,85,329,2,20,17,7,31,-1,1
US,117,2,1,female,1,18,right,4,1,asian,no,never,3,Macintosh,Safari,1366,768,3,291,13,10,15,7,21,-6,4
ID,220,2,3,female,2,17,right,10,2,asian,no,never,4,Windows,Chrome,1024,600,19,263,12,25,21,4,20,4,1
US,175,4,3,male,1,35,right,1,1,white or indigenous,yes,currently,2,iOS,Safari,320,568,3,271,15,7,12,14,30,-6,11
RO,257,4,3,female,2,40,right,8,1,asian,yes,never,2,Windows,Chrome,1366,768,15,366,16,17,25,26,16,-18,3
GB,123,2,3,female,1,16,right,2,2,white or indigenous,no,never,2,Macintosh,Safari,1280,800,4,125,-11,26,5,5,21,14,10
AU,133,3,1,female,1,21,left,1,1,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,7,133,-6,16,12,10,23,0,11
PK,506,3,1,male,2,24,right,10,1,asian,yes,never,8,Windows,Chrome,1360,768,152,703,3,18,24,15,10,-15,6
IN,232,3,2,male,2,37,right,11,1,asian,no,currently,3,Windows,Microsoft Internet Explorer,1366,768,24,332,13,17,20,19,26,-4,10
US,161,3,2,female,1,21,right,1,1,black,yes,never,6,Windows,Chrome,1366,768,3,146,3,26,17,9,20,-2,6
GB,279,1,1,female,1,65,right,6,1,white or indigenous,yes,previously,4,Linux,Chrome,962,601,25,288,-4,19,1,17,4,-11,9
GB,255,1,3,male,2,13,right,10,5,black,no,never,6,Macintosh,Chrome,1680,1050,3,214,12,-1,22,24,31,-19,7
TR,103,4,2,male,1,31,right,2,1,white or indigenous,no,never,2,Macintosh,Chrome,1440,900,19,121,9,24,20,14,27,-9,8
EG,254,3,3,female,2,22,right,10,1,arab,yes,never,3,Macintosh,Safari,1280,800,34,315,8,25,16,-5,16,11,7
JP,324,2,1,female,2,46,right,2,1,asian,no,previously,4,Windows,Firefox,1920,1080,45,325,-9,22,-2,5,8,14,8
AU,148,4,1,female,2,43,right,10,1,asian,no,currently,7,Macintosh,Chrome,2560,1440,4,171,-1,13,24,22,24,-14,9
MY,210,2,2,male,2,17,right,10,1,asian,no,never,4,Windows,Chrome,1366,768,9,194,1,26,20,12,25,10,7
IN,277,1,3,female,2,15,right,8,1,asian,no,never,2,Windows,Firefox,1024,768,42,747,11,15,6,-2,17,4,6
MY,229,1,3,female,2,13,right,10,3,asian,no,never,3,Linux,AndroidBrowser,600,1024,6,236,-6,30,13,6,12,2,4
US,98,4,3,female,1,27,right,7,1,black,no,never,0,Windows,Chrome,1366,768,102,109,8,24,15,7,24,-2,10
US,240,0,1,female,1,25,right,7,1,white or indigenous,no,previously,3,Linux,Chrome,360,640,50,214,-4,29,11,3,25,-2,11
IN,176,3,3,female,2,19,right,8,1,asian,no,never,2,Windows,Firefox,1024,768,12,388,1,15,6,17,22,-17,8
US,285,4,2,female,1,49,left,1,1,white or indigenous,no,currently,3,Windows,Chrome,1366,768,72,435,-6,3,5,11,22,-11,3
IN,167,4,2,female,2,35,right,8,1,asian,no,previously,2,Windows,Microsoft Internet Explorer,1301,731,22,331,5,39,21,-8,9,9,8
PL,235,2,3,male,2,38,right,2,1,white or indigenous,no,never,2,Windows,Opera,1920,1200,2,160,16,36,11,6,32,5,11
