subject,trialNumber,product_A,product_B,response,attention
sona-2333,3,necklace,water bottle,213,0
sona-2333,4,basketball,camera,748,0
sona-2333,5,detergent,sunglasses,658,0
sona-2333,6,athletic clothes,scarf,1,0
sona-2333,7,video games,granola bar,125,0
sona-2333,8,athletic clothes,purse,772,0
sona-2333,9,pencil,calculator,475,0
sona-2333,10,dress,cooking pot,9,0
sona-2333,11,skateboard,guitar,107,0
sona-2333,12,camera,ring,278,0
sona-2333,13,pen,car,998,0
sona-2333,14,paper notebook,napkin,457,0
sona-2333,15,chocolate,wine,804,0
sona-2333,16,cooking pot,detergent,534,0
sona-2333,17,backpack,video games,328,0
sona-2333,18,watch,calculator,1e3,1
sona-2333,19,video games,skateboard,802,0
sona-2333,20,watch,camera,241,0
sona-2333,21,calculator,ring,1e3,0
sona-2333,22,makeup foundation,watch,402,0
sona-2333,23,athletic clothes,tie,99,0
sona-2333,24,coffee,detergent,373,0
sona-2333,25,skateboard,swimming suit,708,0
sona-2333,26,concert tickets,tie,353,0
sona-2333,27,dishes,headphones,755,0
sona-2333,28,pen,athletic clothes,805,0
sona-2333,29,pencil,paper notebook,436,0
sona-2333,30,dress,calculator,105,0
sona-2333,31,basketball,ring,816,0
sona-2333,32,backpack,guitar,320,0
sona-2333,33,dress,backpack,658,0
sona-2333,34,socks,lipstick,570,0
sona-2333,35,skateboard,desktop computer,694,0
sona-2333,36,smart phone,lipstick,1e3,1
sona-2333,37,dress,chocolate,370,0
sona-2333,38,dress,athletic clothes,643,0
sona-2333,39,chocolate,desktop computer,702,0
sona-2333,40,pen,watch,615,0
sona-2333,41,coffee,shoes,803,0
sona-2333,42,computer keyboard,skateboard,1e3,0
sona-2333,43,earphones,coffee,563,0
sona-2333,44,books,sunglasses,565,0
sona-2333,45,socks,paper notebook,429,0
sona-2333,46,cooking pot,car,990,0
sona-2333,47,athletic clothes,swimming suit,706,0
sona-2333,48,sunglasses,shirt,339,0
sona-2333,49,basketball,concert tickets,645,0
sona-2333,50,glasses,swimming suit,846,0
sona-2333,51,coffee,wallet,756,0
sona-2333,52,beanie,yoga mat,349,0
sona-2333,53,laptop,napkin,1,0
sona-2333,54,pen,baseball cap,735,0
sona-23021,0,coffee,basketball,342,0
sona-23021,1,sunglasses,calculator,392,0
sona-23021,2,wine,laptop,598,0
sona-23021,3,tie,laptop,583,0
sona-23021,4,band-aid,ring,289,0
sona-23021,5,skateboard,shoes,613,0
sona-23021,6,bicycle,calculator,399,0
sona-23021,7,computer keyboard,laptop,703,0
sona-23021,8,chocolate,detergent,316,0
sona-23021,9,bicycle,laptop,645,0
sona-23021,10,dress,jacket,569,0
sona-23021,11,backpack,watch,572,0
sona-23021,12,scarf,swimming suit,609,0
sona-23021,13,backpack,cooking pot,620,0
sona-23021,14,glasses,cooking pot,618,0
sona-23021,15,chocolate,books,623,0
sona-23021,16,wine,basketball,631,0
sona-23021,17,cooking pot,laptop,629,0
sona-23021,18,napkin,shirt,1e3,1
sona-23021,19,ring,pants,567,0
sona-23021,20,water bottle,calculator,582,0
sona-23021,21,purse,cooking pot,558,0
sona-23021,22,scarf,cooking pot,593,0
sona-23021,23,earrings,watch,609,0
sona-23021,24,headphones,cooking pot,386,0
sona-23021,25,tie,water bottle,403,0
sona-23021,26,pencil,shirt,633,0
sona-23021,27,makeup foundation,smart phone,358,0
sona-23021,28,athletic clothes,lipstick,423,0
sona-23021,29,water bottle,cooking pot,609,0
sona-23021,30,athletic clothes,dishes,585,0
sona-23021,31,purse,tie,567,0
sona-23021,32,smart phone,jacket,605,0
sona-23021,33,video games,water bottle,548,0
sona-23021,34,desktop computer,laptop,633,0
sona-23021,35,athletic clothes,pants,576,0
sona-23021,36,necklace,granola bar,409,1
sona-23021,37,desktop computer,books,425,0
sona-23021,38,sunglasses,lipstick,578,0
sona-23021,39,glasses,athletic clothes,411,0
sona-23021,40,video games,basketball,389,0
sona-23021,41,video games,bicycle,571,0
sona-23021,42,computer keyboard,guitar,444,0
sona-23021,43,paper notebook,ring,626,0
sona-23021,44,makeup foundation,concert tickets,403,0
sona-23021,45,baseball cap,backpack,575,0
sona-23021,46,watch,video games,384,0
sona-23021,47,pencil,pants,613,0
sona-23021,48,detergent,pen,653,0
sona-23021,49,wine,swimming suit,611,0
sona-23021,50,purse,car,549,0
sona-23021,51,scarf,socks,406,0
sona-23021,52,computer keyboard,swimming suit,612,0
sona-23021,53,baseball cap,tie,605,0
sona-23021,54,baseball cap,chocolate,396,0
sona-22835,0,watch,lipstick,193,0
sona-22835,1,bicycle,wallet,797,0
sona-22835,2,pants,headphones,231,0
sona-22835,3,athletic clothes,napkin,162,0
sona-22835,4,band-aid,smart phone,805,0
sona-22835,5,tie,headphones,195,0
sona-22835,6,shirt,detergent,289,0
sona-22835,7,dress,headphones,216,0
sona-22835,8,desktop computer,napkin,315,0
sona-22835,9,bicycle,books,286,0
sona-22835,10,chocolate,earphones,671,0
sona-22835,11,computer keyboard,headphones,612,0
sona-22835,12,ring,purse,154,0
sona-22835,13,ring,headphones,178,0
sona-22835,14,ring,tie,188,0
sona-22835,15,concert tickets,glasses,684,0
sona-22835,16,chocolate,video games,612,0
sona-22835,17,scarf,tie,802,0
sona-22835,18,basketball,calculator,1e3,1
sona-22835,19,paper notebook,lipstick,682,0
sona-22835,20,yoga mat,band-aid,270,0
sona-22835,21,smart phone,detergent,265,0
sona-22835,22,jacket,lipstick,233,0
sona-22835,23,watch,laptop,194,0
sona-22835,24,necklace,glasses,231,0
sona-22835,25,skateboard,dress,724,0
sona-22835,26,cooking pot,detergent,604,0
sona-22835,27,smart phone,ring,650,0
sona-22835,28,calculator,jacket,703,0
sona-22835,29,guitar,earphones,371,0
sona-22835,30,wallet,concert tickets,293,0
sona-22835,31,chocolate,paper notebook,590,0
sona-22835,32,pen,necklace,697,0
sona-22835,33,jacket,pants,197,0
sona-22835,34,socks,tie,701,0
sona-22835,35,watch,baseball cap,159,0
sona-22835,36,laptop,napkin,194,1
sona-22835,37,desktop computer,dress,701,0
sona-22835,38,camera,napkin,233,0
sona-22835,39,necklace,detergent,218,0
sona-22835,40,wine,cooking pot,232,0
sona-22835,41,earphones,camera,665,0
sona-22835,42,watch,earrings,195,0
sona-22835,43,lipstick,purse,735,0
sona-22835,44,skateboard,paper notebook,239,0
sona-22835,45,granola bar,video games,615,0
sona-22835,46,paper notebook,headphones,617,0
sona-22835,47,backpack,desktop computer,302,0
sona-22835,48,water bottle,car,889,0
sona-22835,49,guitar,scarf,690,0
sona-22835,50,camera,tie,259,0
sona-22835,51,watch,scarf,256,0
sona-22835,52,purse,headphones,241,0
sona-22835,53,chocolate,headphones,608,0
sona-22835,54,ring,dress,243,0
sona-22499,0,concert tickets,band-aid,51,0
sona-22499,1,cooking pot,guitar,899,0
sona-22499,2,napkin,socks,604,0
sona-22499,3,pencil,wallet,1e3,0
sona-22499,4,makeup foundation,guitar,80,0
sona-22499,5,yoga mat,chocolate,753,0
sona-22499,6,scarf,chocolate,1e3,0
sona-22499,7,lipstick,detergent,283,0
sona-22499,8,bicycle,athletic clothes,588,0
sona-22499,9,granola bar,backpack,561,0
sona-22499,10,yoga mat,laptop,815,0
sona-22499,11,shirt,glasses,370,0
sona-22499,12,detergent,desktop computer,816,0
sona-22499,13,jacket,camera,694,0
sona-22499,14,desktop computer,paper notebook,1,0
sona-22499,15,tie,pants,666,0
sona-22499,16,cooking pot,camera,1e3,0
sona-22499,17,shoes,socks,123,0
sona-22499,18,computer keyboard,skateboard,754,1
sona-22499,19,desktop computer,watch,875,0
sona-22499,20,jacket,chocolate,743,0
sona-22499,21,water bottle,athletic clothes,166,0
sona-22499,22,camera,books,181,0
sona-22499,23,cooking pot,wine,586,0
sona-22499,24,pencil,wine,618,0
sona-22499,25,makeup foundation,purse,115,0
sona-22499,26,swimming suit,car,89,0
sona-22499,27,cooking pot,coffee,608,0
sona-22499,28,dress,band-aid,97,0
sona-22499,29,earrings,wine,650,0
sona-22499,30,headphones,concert tickets,788,0
sona-22499,31,smart phone,glasses,1,0
sona-22499,32,yoga mat,granola bar,670,0
sona-22499,33,dishes,laptop,869,0
sona-22499,34,backpack,wallet,1e3,0
sona-22499,35,purse,pen,356,0
sona-22499,36,yoga mat,skateboard,591,1
sona-22499,37,swimming suit,shoes,131,0
sona-22499,38,video games,cooking pot,353,0
sona-22499,39,bicycle,wallet,1e3,0
sona-22499,40,concert tickets,pen,54,0
sona-22499,41,lipstick,granola bar,289,0
sona-22499,42,computer keyboard,desktop computer,730,0
sona-22499,43,earrings,pants,653,0
sona-22499,44,concert tickets,scarf,60,0
sona-22499,45,backpack,paper notebook,262,0
sona-22499,46,dishes,necklace,614,0
sona-22499,47,shoes,purse,289,0
sona-22499,48,shirt,guitar,754,0
sona-22499,49,smart phone,scarf,1,0
sona-22499,50,camera,pen,160,0
sona-22499,51,yoga mat,makeup foundation,844,0
sona-22499,52,athletic clothes,computer keyboard,631,0
sona-22499,53,backpack,earphones,305,0
sona-22499,54,water bottle,earrings,145,0
sona-22376,0,cooking pot,basketball,680,0
sona-22376,1,shoes,video games,1,0
sona-22376,2,dress,watch,1,0
sona-22376,3,socks,earphones,375,0
sona-22376,4,shoes,basketball,1,0
sona-22376,5,athletic clothes,earrings,1,0
sona-22376,6,chocolate,basketball,663,0
sona-22376,7,video games,detergent,131,0
sona-22376,8,wallet,books,141,0
sona-22376,9,pants,desktop computer,1,0
sona-22376,10,swimming suit,dress,1,0
sona-22376,11,scarf,watch,707,0
sona-22376,12,glasses,desktop computer,352,0
sona-22376,13,camera,jacket,1e3,0
sona-22376,14,basketball,bicycle,784,0
sona-22376,15,chocolate,swimming suit,1e3,0
sona-22376,16,tie,napkin,1,0
sona-22376,17,cooking pot,bicycle,602,0
sona-22376,18,beanie,wallet,1e3,1
sona-22376,19,computer keyboard,laptop,1e3,0
sona-22376,20,camera,sunglasses,284,0
sona-22376,21,makeup foundation,laptop,136,0
sona-22376,22,dress,necklace,1,0
sona-22376,23,pants,napkin,1,0
sona-22376,24,wine,sunglasses,344,0
sona-22376,25,video games,socks,359,0
sona-22376,26,shirt,baseball cap,1,0
sona-22376,27,video games,baseball cap,262,0
sona-22376,28,paper notebook,skateboard,429,0
sona-22376,29,computer keyboard,socks,767,0
sona-22376,30,desktop computer,earphones,360,0
sona-22376,31,granola bar,purse,1e3,0
sona-22376,32,basketball,computer keyboard,619,0
sona-22376,33,backpack,yoga mat,1,0
sona-22376,34,laptop,sunglasses,142,0
sona-22376,35,glasses,water bottle,1,0
sona-22376,36,basketball,dress,1e3,1
sona-22376,37,baseball cap,yoga mat,146,0
sona-22376,38,makeup foundation,swimming suit,1e3,0
sona-22376,39,computer keyboard,pencil,412,0
sona-22376,40,tie,baseball cap,233,0
sona-22376,41,paper notebook,car,1e3,0
sona-22376,42,video games,yoga mat,1,0
sona-22376,43,glasses,laptop,633,0
sona-22376,44,shoes,granola bar,1,0
sona-22376,45,tie,skateboard,278,0
sona-22376,46,cooking pot,jacket,1e3,0
sona-22376,47,paper notebook,video games,619,0
sona-22376,48,paper notebook,athletic clothes,881,0
sona-22376,49,camera,purse,802,0
sona-22376,50,shoes,baseball cap,1,0
sona-22376,51,backpack,watch,1,0
sona-22376,52,sunglasses,yoga mat,227,0
sona-22376,53,laptop,earrings,380,0
sona-22376,54,pants,pencil,1,0
sona-22303,0,headphones,watch,341,0
sona-22303,1,earphones,yoga mat,576,0
sona-22303,2,baseball cap,napkin,606,0
sona-22303,3,shirt,earrings,501,0
sona-22303,4,bicycle,cooking pot,782,0
sona-22303,5,earphones,bicycle,505,0
sona-22303,6,headphones,concert tickets,500,0
sona-22303,7,baseball cap,bicycle,541,0
sona-22303,8,detergent,jacket,154,0
sona-22303,9,dress,computer keyboard,706,0
sona-22303,10,computer keyboard,cooking pot,685,0
sona-22303,11,detergent,scarf,262,0
sona-22303,12,dress,concert tickets,555,0
sona-22303,13,coffee,jacket,331,0
sona-22303,14,skateboard,paper notebook,252,0
sona-22303,15,laptop,headphones,593,0
sona-22303,16,video games,desktop computer,255,0
sona-22303,17,shirt,detergent,673,0
sona-22303,18,basketball,laptop,353,1
sona-22303,19,computer keyboard,watch,384,0
sona-22303,20,smart phone,pants,289,0
sona-22303,21,paper notebook,coffee,691,0
sona-22303,22,sunglasses,desktop computer,721,0
sona-22303,23,dishes,necklace,712,0
sona-22303,24,tie,computer keyboard,225,0
sona-22303,25,video games,bicycle,753,0
sona-22303,26,water bottle,coffee,758,0
sona-22303,27,camera,purse,786,0
sona-22303,28,coffee,swimming suit,764,0
sona-22303,29,pen,sunglasses,737,0
sona-22303,30,lipstick,scarf,233,0
sona-22303,31,makeup foundation,sunglasses,746,0
sona-22303,32,cooking pot,desktop computer,789,0
sona-22303,33,lipstick,shoes,801,0
sona-22303,34,athletic clothes,socks,32,0
sona-22303,35,socks,ring,857,0
sona-22303,36,lipstick,skateboard,84,1
sona-22303,37,camera,shoes,848,0
sona-22303,38,basketball,yoga mat,869,0
sona-22303,39,backpack,pants,163,0
sona-22303,40,beanie,books,849,0
sona-22303,41,paper notebook,sunglasses,837,0
sona-22303,42,computer keyboard,napkin,114,0
sona-22303,43,laptop,swimming suit,15,0
sona-22303,44,shoes,wallet,870,0
sona-22303,45,glasses,ring,865,0
sona-22303,46,athletic clothes,earrings,22,0
sona-22303,47,socks,scarf,947,0
sona-22303,48,tie,camera,32,0
sona-22303,49,athletic clothes,headphones,25,0
sona-22303,50,skateboard,sunglasses,928,0
sona-22303,51,glasses,concert tickets,920,0
sona-22303,52,detergent,video games,861,0
sona-22303,53,band-aid,shoes,891,0
sona-22303,54,basketball,guitar,869,0
sona-22283,0,pants,camera,1,0
sona-22283,1,guitar,detergent,1,0
sona-22283,2,basketball,granola bar,1,0
sona-22283,3,shoes,guitar,1,0
sona-22283,4,calculator,swimming suit,1e3,0
sona-22283,5,computer keyboard,car,1e3,0
sona-22283,6,yoga mat,pencil,1,0
sona-22283,7,athletic clothes,wallet,1,0
sona-22283,8,dishes,detergent,1,0
sona-22283,9,water bottle,pencil,1,0
sona-22283,10,socks,sunglasses,1e3,0
sona-22283,11,athletic clothes,granola bar,1,0
sona-22283,12,bicycle,tie,1e3,0
sona-22283,13,cooking pot,detergent,1,0
sona-22283,14,video games,jacket,1e3,0
sona-22283,15,dress,glasses,1,0
sona-22283,16,napkin,cooking pot,1e3,0
sona-22283,17,laptop,chocolate,1,0
sona-22283,18,calculator,backpack,1e3,1
sona-22283,19,wine,scarf,1e3,0
sona-22283,20,athletic clothes,calculator,1,0
sona-22283,21,wine,band-aid,1,0
sona-22283,22,yoga mat,guitar,1e3,0
sona-22283,23,pencil,pen,1e3,0
sona-22283,24,chocolate,guitar,1e3,0
sona-22283,25,shirt,backpack,1,0
sona-22283,26,earphones,detergent,1,0
sona-22283,27,yoga mat,books,1e3,0
sona-22283,28,band-aid,jacket,1e3,0
sona-22283,29,water bottle,pen,1,0
sona-22283,30,swimming suit,desktop computer,1e3,0
sona-22283,31,shirt,desktop computer,1,0
sona-22283,32,swimming suit,detergent,1,0
sona-22283,33,coffee,scarf,1e3,0
sona-22283,34,makeup foundation,glasses,1,0
sona-22283,35,camera,dishes,1e3,0
sona-22283,36,video games,makeup foundation,1,1
sona-22283,37,books,chocolate,1,0
sona-22283,38,shoes,makeup foundation,1,0
sona-22283,39,desktop computer,granola bar,1,0
sona-22283,40,skateboard,desktop computer,1e3,0
sona-22283,41,lipstick,pencil,1,0
sona-22283,42,pencil,guitar,1e3,0
sona-22283,43,socks,cooking pot,1,0
sona-22283,44,cooking pot,necklace,1e3,0
sona-22283,45,athletic clothes,ring,1,0
sona-22283,46,desktop computer,dishes,1,0
sona-22283,47,yoga mat,backpack,1e3,0
sona-22283,48,concert tickets,granola bar,1,0
sona-22283,49,makeup foundation,dishes,1,0
sona-22283,50,necklace,detergent,1,0
sona-22283,51,smart phone,shoes,1,0
sona-22283,52,necklace,makeup foundation,1,0
sona-22283,53,earrings,band-aid,1,0
sona-22283,54,bicycle,scarf,1e3,0
sona-22173,0,calculator,band-aid,741,0
sona-22173,1,athletic clothes,shirt,168,0
sona-22173,2,headphones,pen,213,0
sona-22173,3,laptop,concert tickets,835,0
sona-22173,4,camera,lipstick,154,0
sona-22173,5,scarf,desktop computer,778,0
sona-22173,6,wine,skateboard,192,0
sona-22173,7,necklace,band-aid,807,0
sona-22173,8,wine,smart phone,113,0
sona-22173,9,sunglasses,jacket,168,0
sona-22173,10,pencil,basketball,783,0
sona-22173,11,bicycle,sunglasses,829,0
sona-22173,12,napkin,bicycle,834,0
sona-22173,13,purse,makeup foundation,768,0
sona-22173,14,books,paper notebook,800,0
sona-22173,15,desktop computer,video games,846,0
sona-22173,16,scarf,basketball,826,0
sona-22173,17,earphones,calculator,235,0
sona-22173,18,coffee,pen,170,1
sona-22173,19,earphones,shirt,230,0
sona-22173,20,coffee,beanie,212,0
sona-22173,21,laptop,baseball cap,159,0
sona-22173,22,napkin,headphones,740,0
sona-22173,23,watch,calculator,1,0
sona-22173,24,makeup foundation,athletic clothes,196,0
sona-22173,25,swimming suit,calculator,273,0
sona-22173,26,water bottle,yoga mat,728,0
sona-22173,27,pencil,lipstick,775,0
sona-22173,28,headphones,athletic clothes,138,0
sona-22173,29,dishes,pencil,157,0
sona-22173,30,detergent,pen,137,0
sona-22173,31,computer keyboard,cooking pot,234,0
sona-22173,32,watch,earrings,202,0
sona-22173,33,coffee,wine,842,0
sona-22173,34,purse,shoes,822,0
sona-22173,35,ring,video games,769,0
sona-22173,36,headphones,tie,738,1
sona-22173,37,camera,pen,211,0
sona-22173,38,calculator,beanie,165,0
sona-22173,39,watch,bicycle,767,0
sona-22173,40,socks,calculator,796,0
sona-22173,41,earphones,books,777,0
sona-22173,42,purse,camera,752,0
sona-22173,43,camera,skateboard,790,0
sona-22173,44,dress,baseball cap,175,0
sona-22173,45,headphones,yoga mat,220,0
sona-22173,46,skateboard,band-aid,697,0
sona-22173,47,computer keyboard,camera,622,0
sona-22173,48,shirt,yoga mat,386,0
sona-22173,49,video games,shoes,634,0
sona-22173,50,coffee,cooking pot,678,0
sona-22173,51,purse,sunglasses,635,0
sona-22173,52,swimming suit,athletic clothes,368,0
sona-22173,53,napkin,shoes,646,0
sona-22173,54,socks,wallet,324,0
sona-21991,0,purse,makeup foundation,1,0
sona-21991,1,makeup foundation,athletic clothes,1e3,0
sona-21991,2,wine,scarf,177,0
sona-21991,3,dress,glasses,198,0
sona-21991,4,scarf,coffee,6,0
sona-21991,5,shirt,cooking pot,5,0
sona-21991,6,tie,wallet,217,0
sona-21991,7,skateboard,athletic clothes,1,0
sona-21991,8,lipstick,watch,1e3,0
sona-21991,9,computer keyboard,scarf,561,0
sona-21991,10,video games,jacket,314,0
sona-21991,11,water bottle,watch,642,0
sona-21991,12,skateboard,baseball cap,334,0
sona-21991,13,shoes,bicycle,146,0
sona-21991,14,makeup foundation,laptop,1e3,0
sona-21991,15,skateboard,books,606,0
sona-21991,16,calculator,earphones,923,0
sona-21991,17,detergent,backpack,1e3,0
sona-21991,18,cooking pot,laptop,753,1
sona-21991,19,paper notebook,socks,626,0
sona-21991,20,purse,watch,886,0
sona-21991,21,car,calculator,1,0
sona-21991,22,paper notebook,wine,753,0
sona-21991,23,scarf,earphones,634,0
sona-21991,24,baseball cap,athletic clothes,774,0
sona-21991,25,wine,bicycle,265,0
sona-21991,26,basketball,watch,894,0
sona-21991,27,basketball,water bottle,893,0
sona-21991,28,paper notebook,earphones,639,0
sona-21991,29,video games,guitar,943,0
sona-21991,30,bicycle,pencil,195,0
sona-21991,31,paper notebook,tie,707,0
sona-21991,32,calculator,scarf,736,0
sona-21991,33,earrings,ring,750,0
sona-21991,34,wine,jacket,629,0
sona-21991,35,shoes,makeup foundation,204,0
sona-21991,36,desktop computer,makeup foundation,1,1
sona-21991,37,lipstick,computer keyboard,392,0
sona-21991,38,lipstick,calculator,335,0
sona-21991,39,paper notebook,dishes,548,0
sona-21991,40,computer keyboard,makeup foundation,411,0
sona-21991,41,headphones,books,496,0
sona-21991,42,sunglasses,makeup foundation,266,0
sona-21991,43,swimming suit,books,167,0
sona-21991,44,smart phone,backpack,672,0
sona-21991,45,smart phone,wallet,794,0
sona-21991,46,basketball,necklace,854,0
sona-21991,47,video games,concert tickets,779,0
sona-21991,48,napkin,necklace,1e3,0
sona-21991,49,granola bar,pencil,259,0
sona-21991,50,headphones,band-aid,647,0
sona-21991,51,cooking pot,scarf,658,0
sona-21991,52,concert tickets,makeup foundation,348,0
sona-21991,53,shirt,camera,869,0
sona-21991,54,pen,calculator,223,0
sona-21460,0,watch,shirt,920,0
sona-21460,1,shoes,headphones,887,0
sona-21460,2,baseball cap,detergent,128,0
sona-21460,3,cooking pot,pants,964,0
sona-21460,4,smart phone,shoes,515,0
sona-21460,5,baseball cap,swimming suit,802,0
sona-21460,6,wine,books,332,0
sona-21460,7,earrings,athletic clothes,774,0
sona-21460,8,video games,computer keyboard,378,0
sona-21460,9,granola bar,guitar,496,0
sona-21460,10,granola bar,shirt,688,0
sona-21460,11,makeup foundation,camera,295,0
sona-21460,12,lipstick,yoga mat,324,0
